income,loan_amount,credit_utilization,transaction_frequency,mobile_money_activity,payment_history_score,late_payments,open_loans,business_age_months,debt_ratio,probability_of_default,default
908.92,486.46,0.788,33,0.963,0.639,0,1,123,0.667,0.957,1
1140.61,593.59,0.361,39,0.294,0.469,1,5,131,0.093,0.801,1
863.5,301.74,0.514,46,0.427,0.505,3,1,32,0.635,0.961,1
1292.51,459.03,0.756,45,0.925,0.793,3,1,25,0.078,0.771,1
1140.6,705.03,0.182,34,0.333,0.904,3,0,28,0.761,0.905,1
1916.28,356.79,0.214,39,0.953,0.859,1,1,118,0.612,0.624,1
234.86,373.65,0.391,34,0.209,0.641,2,4,172,0.103,0.977,1
938.78,401.38,0.52,42,0.426,0.726,0,0,127,0.441,0.802,1
545.75,289.85,0.164,43,0.776,0.974,1,1,133,0.349,0.532,0
1302.05,312.09,0.47,42,0.694,0.398,1,0,126,0.822,0.961,1
191.41,207.81,0.227,41,0.296,0.542,1,1,124,0.536,0.97,1
1173.16,507.37,0.841,41,0.516,0.798,1,4,70,0.323,0.851,1
684.98,382.11,0.892,42,0.81,0.623,4,6,146,0.731,0.99,1
632.92,549.71,0.712,47,0.248,0.329,1,3,18,0.508,0.99,1
276.75,655.44,0.173,53,0.542,0.94,1,1,39,0.076,0.98,1
767.46,137.33,0.669,32,0.138,0.799,1,4,56,0.122,0.557,1
1542.25,190.81,0.535,38,0.927,0.446,1,2,156,0.284,0.802,1
987.41,572.97,0.815,27,0.506,0.501,0,6,13,0.61,0.974,1
1313.84,336.41,0.393,34,0.544,0.423,2,2,163,0.288,0.853,1
1832.32,420.18,0.933,32,0.801,0.584,2,2,42,0.575,0.956,1
1131.88,420.89,0.771,43,0.259,0.7,3,3,122,0.597,0.953,1
720.6,163.0,0.232,40,0.742,0.517,2,2,70,0.259,0.729,1
1233.63,526.51,0.653,40,0.48,0.845,1,2,24,0.613,0.884,1
727.85,462.23,0.517,42,0.958,0.883,2,2,160,0.204,0.77,1
747.79,147.88,0.712,48,0.351,0.881,1,1,35,0.862,0.898,1
240.05,358.71,0.388,29,0.595,0.456,3,4,81,0.828,0.998,1
1463.13,372.74,0.062,49,0.303,0.647,0,3,120,0.291,0.476,1
807.0,586.89,0.399,42,0.434,0.37,0,3,107,0.259,0.925,1
1091.05,693.28,0.642,39,0.375,0.676,1,2,83,0.437,0.927,1
482.02,397.91,0.171,50,0.69,0.539,0,2,71,0.785,0.962,1
1217.97,50.0,0.895,45,0.647,0.898,1,2,93,0.489,0.741,1
619.03,581.53,0.353,39,0.776,0.317,3,0,74,0.401,0.986,1
929.15,949.52,0.581,42,0.64,0.446,3,0,141,0.171,0.978,1
1438.91,579.48,0.15,35,0.991,0.51,2,0,41,0.063,0.675,1
1395.38,331.8,0.072,53,0.357,0.782,2,3,41,0.178,0.407,1
988.98,500.26,0.521,50,0.767,0.634,4,1,145,0.799,0.979,1
150.0,600.06,0.475,40,0.804,0.91,1,6,86,0.103,1.0,1
2496.41,428.25,0.948,41,0.782,0.815,2,4,114,0.12,0.72,1
1872.93,728.73,0.792,48,0.488,0.457,4,2,92,0.485,0.978,1
1361.34,116.92,0.683,48,0.167,0.581,4,1,81,0.383,0.898,1
623.4,298.99,0.626,30,0.37,0.773,2,1,9,0.26,0.838,1
943.2,514.78,0.9,44,0.885,0.666,0,0,8,0.322,0.916,1
728.29,574.58,0.854,31,0.204,0.984,1,2,89,0.165,0.83,1
1631.93,263.22,0.139,36,0.2,0.6,1,3,93,0.473,0.677,0
1131.25,286.83,0.333,41,0.848,0.998,0,2,41,0.588,0.542,0
607.92,233.36,0.243,36,0.787,0.857,4,1,161,0.442,0.784,0
764.62,213.85,0.653,34,0.531,0.635,1,2,161,0.435,0.862,1
1560.59,529.75,0.819,46,0.412,0.727,0,4,156,0.262,0.783,0
1800.05,390.62,0.903,35,0.892,0.689,3,4,176,0.836,0.974,1
1764.17,724.32,0.946,49,0.727,0.453,1,3,86,0.453,0.967,1
1378.52,126.59,0.826,44,0.556,0.344,3,1,64,0.178,0.918,1
873.69,360.7,0.356,50,0.213,0.626,2,3,6,0.783,0.948,1
150.0,583.96,0.231,46,0.833,0.55,0,3,12,0.436,1.0,1
1148.58,486.07,0.296,32,0.694,0.323,4,3,116,0.254,0.935,1
999.09,125.45,0.678,48,0.155,0.523,0,2,13,0.461,0.852,0
1069.99,688.04,0.633,43,0.254,0.831,0,1,178,0.383,0.838,0
1026.95,423.97,0.806,47,0.905,0.817,0,3,56,0.283,0.77,1
336.87,879.26,0.291,45,0.785,0.533,3,1,80,0.284,0.999,1
1278.7,366.97,0.558,37,0.677,0.319,2,3,17,0.722,0.977,1
1316.11,689.5,0.866,48,0.845,0.625,1,2,176,0.309,0.925,1
1341.17,310.41,0.113,42,0.11,0.729,1,0,146,0.218,0.431,0
1473.29,340.98,0.374,36,0.733,0.837,1,2,15,0.526,0.692,1
1302.03,523.51,0.122,42,0.135,0.675,1,3,33,0.299,0.638,0
794.99,50.0,0.726,38,0.609,0.679,0,2,164,0.078,0.518,0
964.58,50.0,0.099,40,0.345,0.56,0,4,57,0.21,0.389,0
1045.56,230.75,0.901,40,0.964,0.83,2,5,162,0.893,0.956,1
1053.85,75.11,0.801,35,0.837,0.303,5,0,119,0.475,0.977,1
1499.11,50.0,0.101,41,0.33,0.483,1,3,115,0.432,0.648,0
1321.83,585.63,0.787,44,0.32,0.917,1,1,94,0.189,0.71,1
2038.67,202.22,0.149,28,0.947,0.805,1,3,136,0.611,0.585,1
2103.23,314.08,0.681,37,0.174,0.833,3,4,178,0.607,0.87,1
1039.82,434.8,0.676,59,0.296,0.9,0,5,28,0.561,0.815,1
150.0,526.13,0.918,52,0.314,0.946,1,1,31,0.225,1.0,1
1618.42,470.73,0.461,39,0.816,0.682,1,0,9,0.174,0.66,1
729.81,450.52,0.726,31,0.764,0.556,2,3,61,0.786,0.986,1
599.26,517.37,0.559,48,0.867,0.598,3,2,113,0.158,0.946,1
800.78,275.07,0.932,48,0.284,0.714,1,1,36,0.129,0.809,1
776.68,221.83,0.502,35,0.803,0.62,3,0,146,0.744,0.95,1
1306.13,50.0,0.897,41,0.117,0.834,0,1,170,0.87,0.889,1
220.28,559.58,0.416,33,0.537,0.774,2,5,46,0.473,0.999,1
461.14,228.61,0.219,33,0.878,0.984,0,1,130,0.567,0.622,1
1171.58,895.88,0.389,50,0.804,0.34,3,0,51,0.323,0.973,1
1311.47,584.46,0.452,47,0.866,0.511,2,2,144,0.36,0.905,1
1320.77,637.52,0.641,37,0.417,0.748,3,1,22,0.611,0.949,1
606.48,576.44,0.605,46,0.265,0.89,0,5,96,0.071,0.781,1
510.87,532.67,0.218,44,0.223,0.702,0,2,75,0.269,0.867,1
746.68,519.0,0.164,44,0.457,0.952,3,4,13,0.343,0.751,0
1119.94,542.27,0.517,35,0.471,0.32,3,2,160,0.783,0.989,1
1742.74,443.74,0.103,42,0.692,0.626,0,4,43,0.554,0.69,1
150.0,245.89,0.605,48,0.232,0.933,3,3,75,0.445,0.99,1
889.64,105.33,0.602,38,0.323,0.771,0,5,167,0.356,0.609,0
333.66,505.71,0.23,35,0.754,0.821,0,2,52,0.258,0.933,1
173.88,722.88,0.9,34,0.4,0.951,2,2,158,0.871,1.0,1
1483.48,368.65,0.567,45,0.804,0.434,1,4,118,0.457,0.908,1
1272.31,437.85,0.95,49,0.459,0.956,2,4,94,0.556,0.893,1
1224.72,70.61,0.089,41,0.805,0.778,1,4,75,0.718,0.623,0
1460.51,286.51,0.732,37,0.331,0.716,2,4,98,0.643,0.913,1
760.14,92.79,0.281,42,0.348,0.451,2,0,8,0.757,0.925,1
783.68,110.15,0.517,38,0.561,0.86,4,2,121,0.693,0.875,1
2092.87,424.68,0.144,43,0.896,0.634,4,2,92,0.776,0.909,1
876.71,385.6,0.185,30,0.262,0.43,1,2,15,0.399,0.868,1
1367.57,596.91,0.336,42,0.574,0.659,3,4,79,0.141,0.76,1
1003.19,591.55,0.751,38,0.221,0.816,1,3,27,0.731,0.954,1
150.0,181.51,0.792,33,0.84,0.441,0,1,110,0.158,0.981,1
150.0,50.0,0.212,39,0.767,0.47,0,2,88,0.549,0.844,1
710.51,162.88,0.168,52,0.619,0.728,1,0,32,0.392,0.582,1
1528.05,222.35,0.902,40,0.737,0.424,4,2,59,0.643,0.982,1
1394.15,538.01,0.699,38,0.71,0.643,3,2,12,0.252,0.898,1
1457.04,553.1,0.175,39,0.51,0.864,2,1,100,0.633,0.764,1
506.48,388.36,0.123,43,0.173,0.636,1,0,16,0.669,0.933,1
1807.94,585.04,0.397,52,0.204,0.669,2,2,126,0.486,0.844,1
517.55,1040.57,0.151,46,0.385,0.608,3,1,115,0.623,0.998,1
1106.41,370.38,0.69,37,0.59,0.595,2,0,149,0.598,0.946,1
994.82,341.71,0.214,53,0.829,0.736,1,3,133,0.843,0.872,1
913.06,189.84,0.494,47,0.104,0.422,1,4,1,0.604,0.947,1
1669.3,479.7,0.38,50,0.474,0.38,3,5,74,0.296,0.901,1
647.44,684.35,0.61,57,0.835,0.487,0,1,116,0.229,0.963,1
325.2,275.34,0.884,35,0.425,0.823,2,2,178,0.485,0.969,1
1010.0,302.22,0.428,45,0.477,0.879,2,2,127,0.818,0.876,1
800.09,269.61,0.481,30,0.292,0.733,0,2,169,0.62,0.831,1
2688.69,112.3,0.829,41,0.35,0.345,0,4,121,0.152,0.819,1
1338.25,433.55,0.619,52,0.585,0.335,2,1,106,0.311,0.938,1
795.33,442.49,0.098,46,0.883,0.812,3,0,71,0.683,0.88,0
471.94,389.66,0.076,43,0.913,0.694,0,2,125,0.62,0.888,1
150.0,859.76,0.889,31,0.116,0.937,1,3,158,0.895,1.0,1
487.39,500.04,0.232,39,0.881,0.602,0,1,78,0.688,0.966,1
1057.47,120.9,0.87,31,0.463,0.398,0,1,139,0.8,0.968,1
1713.66,558.08,0.442,38,0.963,0.471,0,1,29,0.212,0.768,1
1560.84,315.13,0.462,44,0.48,0.969,1,2,152,0.642,0.683,0
1114.55,317.78,0.943,35,0.157,0.791,0,3,125,0.87,0.948,1
838.42,356.63,0.513,44,0.569,0.494,2,0,158,0.498,0.941,1
1134.41,328.68,0.926,40,0.296,0.345,2,0,167,0.513,0.978,1
740.68,467.48,0.624,37,0.276,0.739,1,1,16,0.545,0.933,1
1859.18,928.85,0.744,43,0.33,0.827,4,1,172,0.781,0.974,1
905.4,307.91,0.109,42,0.788,0.48,2,3,20,0.55,0.878,1
956.83,422.26,0.063,36,0.519,0.44,0,3,140,0.286,0.732,0
150.0,458.58,0.698,35,0.811,0.964,1,1,164,0.864,1.0,1
902.28,271.83,0.506,33,0.297,0.646,0,2,109,0.125,0.61,0
1418.24,299.64,0.769,40,0.437,0.988,0,3,48,0.52,0.685,1
466.14,648.38,0.211,48,0.659,0.794,3,3,69,0.372,0.968,1
624.64,272.43,0.785,44,0.52,0.615,1,3,167,0.784,0.971,1
1396.36,177.99,0.648,39,0.547,0.628,1,2,118,0.895,0.941,1
261.67,845.73,0.279,36,0.441,0.482,2,1,155,0.675,1.0,1
1528.9,98.69,0.869,36,0.888,0.69,1,2,110,0.062,0.629,0
733.93,620.84,0.923,36,0.398,0.826,2,1,93,0.465,0.969,1
805.72,349.65,0.464,43,0.902,0.661,3,3,86,0.664,0.946,1
438.06,96.19,0.456,37,0.147,0.576,2,0,40,0.753,0.932,1
1189.02,305.81,0.564,36,0.56,0.407,0,1,113,0.076,0.747,0
2229.94,343.59,0.694,30,0.738,0.817,1,2,87,0.121,0.539,1
1390.75,50.0,0.681,32,0.144,0.987,3,1,26,0.63,0.774,1
567.86,506.96,0.529,39,0.156,0.633,2,4,113,0.654,0.98,1
1567.81,481.79,0.877,32,0.137,1.0,1,4,142,0.511,0.801,1
841.66,312.92,0.197,36,0.905,0.796,0,3,93,0.426,0.589,1
1687.24,518.36,0.229,31,0.475,0.421,1,2,26,0.134,0.715,1
1403.34,451.02,0.7,47,0.618,0.992,1,2,22,0.87,0.893,0
150.0,723.42,0.717,51,0.469,0.774,0,3,82,0.593,1.0,1
497.96,130.51,0.404,46,0.393,0.694,1,1,18,0.077,0.533,1
1472.19,326.85,0.319,44,0.973,0.412,1,1,18,0.801,0.942,1
1075.83,650.28,0.091,47,0.288,0.703,2,1,74,0.331,0.772,1
488.12,535.33,0.398,37,0.874,0.354,1,1,85,0.512,0.988,1
683.21,50.0,0.273,44,0.662,0.868,1,2,103,0.28,0.353,1
150.0,50.0,0.801,45,0.919,0.746,2,0,92,0.424,0.892,1
955.81,400.19,0.491,37,0.184,0.676,2,4,50,0.732,0.942,1
2105.34,809.95,0.559,43,0.841,0.556,1,1,127,0.745,0.953,1
1402.47,292.07,0.719,41,0.137,0.545,2,1,35,0.682,0.954,0
2095.21,562.23,0.318,43,0.161,0.477,0,0,51,0.413,0.793,1
1441.2,420.65,0.849,35,0.182,0.588,2,7,108,0.296,0.905,1
1513.74,544.72,0.405,35,0.122,0.312,1,1,123,0.151,0.854,1
1987.04,667.68,0.147,33,0.827,0.741,2,3,122,0.374,0.665,1
1188.63,636.05,0.822,30,0.94,0.997,1,0,98,0.736,0.922,1
906.39,627.26,0.88,45,0.391,0.432,4,3,102,0.059,0.973,1
1516.33,246.26,0.246,43,0.17,0.984,1,3,101,0.198,0.26,1
1726.92,362.19,0.637,41,0.394,0.832,1,2,176,0.16,0.556,0
760.02,529.63,0.669,30,0.375,0.549,1,3,144,0.102,0.901,1
639.22,520.61,0.27,57,0.875,0.537,3,1,32,0.827,0.986,1
1069.43,548.68,0.435,41,0.287,0.37,1,3,5,0.495,0.957,1
1415.75,50.0,0.408,46,0.335,0.397,2,1,160,0.65,0.913,1
1399.05,699.27,0.615,38,0.361,0.523,3,2,71,0.468,0.962,1
287.92,50.0,0.49,39,0.489,0.327,2,2,108,0.166,0.848,1
1955.8,212.28,0.658,31,0.586,0.418,0,6,81,0.122,0.734,1
679.42,448.83,0.132,58,0.708,0.455,3,1,94,0.53,0.953,1
867.47,392.65,0.31,39,0.139,0.574,1,2,61,0.387,0.836,1
548.67,754.68,0.097,38,0.755,0.9,3,0,102,0.603,0.969,1
2349.16,107.3,0.548,42,0.119,0.862,0,3,157,0.164,0.339,0
1121.04,308.98,0.428,45,0.146,0.842,0,3,4,0.364,0.603,0
574.51,50.0,0.921,46,0.575,0.54,2,2,175,0.646,0.954,1
1431.96,432.9,0.324,39,0.666,0.613,1,3,124,0.618,0.859,1
1384.57,347.98,0.299,44,0.265,0.665,0,0,73,0.818,0.857,1
906.14,90.0,0.368,35,0.138,0.654,2,2,172,0.734,0.864,1
1420.3,727.3,0.482,42,0.893,0.86,1,1,134,0.28,0.709,1
587.35,670.0,0.601,38,0.191,0.952,2,5,111,0.836,0.984,1
753.54,418.02,0.372,39,0.248,0.583,0,4,144,0.564,0.902,1
150.0,684.62,0.653,46,0.826,0.348,0,6,162,0.123,1.0,1
338.02,376.89,0.698,34,0.113,0.759,1,2,79,0.263,0.955,1
1903.82,578.44,0.718,42,0.202,0.659,1,3,159,0.859,0.958,1
1820.71,615.77,0.811,34,0.429,0.704,1,5,118,0.828,0.96,1
1032.89,132.85,0.188,39,0.587,0.959,2,2,6,0.13,0.267,1
1831.47,508.12,0.722,42,0.927,0.413,0,3,60,0.479,0.928,1
919.96,442.1,0.316,44,0.769,0.355,2,2,157,0.06,0.848,1
878.29,143.98,0.704,31,0.892,0.678,0,3,156,0.454,0.791,0
1028.26,80.63,0.077,33,0.811,0.863,2,1,79,0.685,0.601,0
937.54,524.47,0.242,49,0.453,0.343,2,1,68,0.087,0.868,0
892.4,329.52,0.483,36,0.937,0.316,0,2,145,0.526,0.939,1
1571.7,50.0,0.583,46,0.368,0.339,1,3,136,0.863,0.962,1
1075.07,544.87,0.902,41,0.59,0.336,0,2,89,0.276,0.959,1
1356.24,633.71,0.272,41,0.176,0.646,2,1,116,0.388,0.831,1
1515.69,107.23,0.523,39,0.627,0.359,3,2,39,0.807,0.97,1
1194.09,399.61,0.493,42,0.705,0.769,2,2,176,0.413,0.8,1
514.86,779.61,0.673,50,0.813,0.578,1,4,58,0.643,0.996,1
323.57,172.15,0.269,43,0.423,0.556,2,2,175,0.474,0.906,1
1074.39,826.79,0.885,31,0.689,0.986,0,1,18,0.293,0.852,1
914.37,319.05,0.945,43,0.853,0.964,1,0,141,0.466,0.834,1
1043.7,382.46,0.846,43,0.771,0.47,0,3,15,0.164,0.88,1
991.97,51.33,0.684,38,0.475,0.665,1,1,163,0.077,0.561,1
2291.79,60.46,0.656,51,0.786,0.475,2,2,127,0.052,0.711,0
334.89,236.01,0.725,47,0.222,0.675,0,3,92,0.57,0.953,1
150.0,621.42,0.553,39,0.752,0.524,2,1,141,0.435,1.0,1
1166.19,985.15,0.262,39,0.946,0.938,3,1,150,0.507,0.892,1
811.79,1051.48,0.851,36,0.917,0.732,1,3,146,0.366,0.985,1
1158.03,369.19,0.641,39,0.231,0.871,2,1,103,0.325,0.746,1
1291.94,310.89,0.121,38,0.611,0.424,1,1,57,0.662,0.88,1
1642.05,153.94,0.497,38,0.802,0.326,1,3,55,0.646,0.935,1
246.39,678.67,0.453,39,0.331,0.351,2,1,142,0.653,1.0,1
721.64,218.49,0.135,21,0.679,0.428,1,1,11,0.084,0.647,0
1214.38,340.7,0.379,36,0.911,0.713,1,0,41,0.748,0.873,1
1385.23,524.24,0.237,39,0.362,0.882,1,3,36,0.329,0.54,1
2096.72,512.83,0.09,34,0.516,0.506,1,6,129,0.243,0.622,0
1477.85,247.37,0.07,46,0.55,0.915,3,1,118,0.793,0.727,0
971.61,376.22,0.301,38,0.931,0.633,2,2,116,0.885,0.947,1
554.78,254.04,0.133,47,0.554,0.806,1,1,64,0.852,0.863,1
717.86,191.88,0.808,27,0.877,0.427,1,6,47,0.707,0.972,1
703.65,143.7,0.928,32,0.781,0.991,2,1,56,0.883,0.929,1
1327.62,50.0,0.467,39,0.898,0.32,2,0,109,0.65,0.939,1
1128.5,490.48,0.581,45,0.189,0.43,1,1,118,0.224,0.893,1
338.18,339.84,0.905,39,0.36,0.695,3,0,70,0.406,0.986,1
782.05,116.12,0.725,47,0.791,0.569,0,1,162,0.203,0.726,1
1438.77,93.03,0.508,39,0.996,0.363,1,4,168,0.748,0.941,1
1175.83,89.11,0.433,47,0.908,0.492,2,1,27,0.474,0.849,1
1284.32,246.96,0.722,32,0.714,0.639,2,2,18,0.082,0.738,0
1191.46,681.42,0.34,51,0.827,0.475,1,1,120,0.108,0.817,1
1813.22,229.68,0.725,34,0.252,0.761,1,3,92,0.138,0.593,0
1118.02,539.41,0.115,27,0.245,0.427,1,1,7,0.808,0.955,0
806.99,790.14,0.513,41,0.936,0.331,0,1,23,0.489,0.984,1
542.12,442.12,0.213,30,0.348,0.698,1,0,118,0.171,0.786,0
1124.8,208.79,0.711,38,0.179,0.301,3,1,174,0.621,0.978,1
150.0,377.63,0.923,38,0.544,0.685,1,5,4,0.221,0.999,1
907.86,389.16,0.64,35,0.907,0.349,3,0,37,0.29,0.96,1
897.08,831.91,0.702,33,0.937,0.737,1,1,35,0.726,0.982,1
317.76,50.0,0.197,28,0.264,0.348,1,2,177,0.442,0.828,1
535.87,678.9,0.545,43,0.598,0.371,4,0,152,0.896,0.999,1
1404.83,50.0,0.751,44,0.567,0.947,3,5,90,0.825,0.882,0
1115.36,602.92,0.822,42,0.592,0.569,0,3,24,0.457,0.945,0
1050.89,297.67,0.928,41,0.984,0.528,1,2,37,0.534,0.954,1
1153.17,856.47,0.722,39,0.834,0.628,1,0,128,0.696,0.979,1
1046.31,568.42,0.566,31,0.187,0.378,1,0,109,0.578,0.971,1
1621.43,543.37,0.783,35,0.205,0.809,1,2,154,0.353,0.808,0
1061.71,164.55,0.282,27,0.83,0.467,0,2,48,0.576,0.818,1
270.89,851.32,0.835,45,0.501,0.72,0,0,5,0.814,1.0,1
1815.06,1103.77,0.753,46,0.316,0.509,1,4,24,0.394,0.958,1
1185.17,902.86,0.2,33,0.122,0.918,3,1,170,0.894,0.95,1
705.37,149.22,0.816,35,0.754,0.672,2,4,63,0.071,0.751,1
373.3,352.53,0.798,43,0.337,0.349,0,4,61,0.72,0.994,1
1197.96,102.86,0.882,47,0.826,0.882,2,1,1,0.36,0.811,0
941.41,247.62,0.861,28,0.107,0.87,0,1,166,0.345,0.725,1
1787.07,470.88,0.346,39,0.336,0.948,2,4,58,0.606,0.711,1
827.05,582.41,0.51,36,0.295,0.977,3,3,36,0.3,0.83,1
581.31,533.27,0.775,33,0.583,0.818,3,2,119,0.737,0.987,1
1447.9,50.0,0.743,21,0.879,0.433,3,1,67,0.301,0.9,1
1462.64,390.91,0.776,35,0.416,0.59,0,4,149,0.777,0.948,1
1084.33,529.39,0.26,44,0.851,0.427,0,0,109,0.682,0.934,1
1338.18,637.16,0.764,51,0.733,0.478,0,2,59,0.118,0.87,1
981.16,507.04,0.141,35,0.679,0.513,3,4,63,0.26,0.854,1
1116.93,522.16,0.485,40,0.694,0.861,2,4,45,0.594,0.872,0
1582.5,340.47,0.1,32,0.951,0.814,4,2,152,0.179,0.501,0
1312.66,467.97,0.458,42,0.865,0.681,3,1,123,0.158,0.765,0
915.36,1046.15,0.271,42,0.405,0.672,5,0,16,0.635,0.99,1
1676.18,701.73,0.517,34,0.572,0.656,4,3,48,0.239,0.882,1
150.0,491.19,0.692,58,0.345,0.705,0,2,91,0.737,1.0,1
2026.04,582.18,0.078,40,0.235,0.763,1,1,105,0.074,0.327,1
150.0,418.97,0.287,35,0.844,0.6,3,1,33,0.674,1.0,1
686.45,417.75,0.185,33,0.844,0.653,2,3,178,0.418,0.86,1
979.54,637.61,0.215,45,0.8,0.343,0,0,141,0.29,0.894,1
926.76,250.26,0.574,44,0.8,0.9,1,1,83,0.743,0.841,1
1503.21,367.63,0.108,35,0.986,0.919,1,2,122,0.518,0.495,0
471.08,57.47,0.685,35,0.907,0.482,2,4,179,0.073,0.774,1
1130.38,594.07,0.26,51,0.726,0.432,2,2,47,0.573,0.949,1
710.89,667.4,0.914,37,0.178,0.828,1,3,115,0.574,0.976,1
1147.57,550.77,0.891,37,0.106,0.606,1,1,117,0.439,0.948,1
967.61,341.43,0.709,41,0.883,0.835,1,3,34,0.743,0.913,1
1046.47,388.96,0.759,43,0.4,0.937,3,2,167,0.812,0.944,1
725.04,436.73,0.697,36,0.966,0.377,5,4,128,0.164,0.976,1
744.97,673.72,0.704,36,0.626,0.814,0,1,115,0.86,0.978,1
1143.64,659.11,0.212,44,0.295,0.589,2,0,142,0.408,0.877,1
1471.86,50.0,0.884,27,0.733,0.421,1,2,27,0.686,0.958,1
700.86,180.44,0.771,34,0.117,0.965,4,2,3,0.305,0.819,1
565.62,508.61,0.566,42,0.126,0.999,4,7,109,0.812,0.977,1
1306.73,65.38,0.2,43,0.659,0.987,1,0,37,0.391,0.296,1
983.75,629.66,0.748,42,0.849,0.52,1,2,129,0.734,0.984,1
1415.25,331.16,0.868,33,0.165,0.459,0,3,160,0.141,0.839,1
547.1,576.8,0.475,45,0.108,0.864,3,2,16,0.606,0.973,1
150.0,408.55,0.127,38,0.618,0.347,2,2,107,0.346,0.999,1
733.5,375.31,0.921,41,0.331,0.347,0,2,52,0.341,0.966,1
616.82,128.24,0.204,40,0.736,0.653,0,2,20,0.497,0.66,1
960.61,263.14,0.765,33,0.147,0.875,1,2,17,0.254,0.692,1
681.58,371.18,0.936,30,0.526,0.738,1,2,110,0.817,0.978,1
1370.51,362.88,0.313,39,0.78,0.948,1,0,74,0.219,0.38,0
855.92,581.06,0.139,34,0.868,0.787,3,0,154,0.664,0.917,1
1075.24,239.32,0.78,39,0.277,0.576,1,3,122,0.575,0.926,1
1078.82,392.6,0.113,50,0.675,0.973,1,2,156,0.281,0.362,0
1097.48,776.12,0.525,39,0.168,0.581,4,1,26,0.877,0.991,1
987.94,605.39,0.708,40,0.737,0.51,4,2,148,0.851,0.993,1
1255.3,426.21,0.627,35,0.323,0.973,3,1,91,0.461,0.802,1
602.17,50.0,0.559,42,0.652,0.462,0,3,113,0.138,0.657,0
1699.71,56.58,0.275,43,0.826,0.341,0,0,156,0.441,0.768,1
881.73,559.35,0.335,40,0.746,0.466,0,3,111,0.606,0.944,1
344.23,584.95,0.373,37,0.987,0.834,2,3,136,0.597,0.991,1
1094.04,50.0,0.64,55,0.933,0.428,3,2,163,0.64,0.95,1
574.41,574.95,0.662,47,0.678,0.877,3,1,156,0.583,0.976,1
1332.67,259.47,0.208,34,0.488,0.804,4,1,66,0.8,0.875,0
2104.8,298.66,0.07,37,0.618,0.945,2,2,97,0.206,0.258,1
606.71,622.23,0.116,28,0.259,0.593,1,2,178,0.28,0.905,1
1166.19,583.09,0.665,43,0.999,0.753,0,5,23,0.387,0.84,1
150.0,375.32,0.135,56,0.514,0.476,1,0,170,0.603,0.999,1
1226.95,572.05,0.331,41,0.462,0.554,0,1,87,0.175,0.716,1
557.14,309.12,0.546,38,0.463,0.855,1,2,117,0.864,0.941,1
687.58,202.55,0.546,43,0.745,0.539,0,1,115,0.466,0.859,0
449.36,714.99,0.534,37,0.472,0.622,0,6,36,0.514,0.992,1
1366.08,731.44,0.878,47,0.908,0.436,2,2,146,0.684,0.989,0
1503.65,239.11,0.449,43,0.372,0.832,1,3,162,0.572,0.707,0
1011.69,266.56,0.199,49,0.341,0.429,1,1,163,0.283,0.753,1
567.79,622.83,0.099,44,0.571,0.777,1,1,121,0.234,0.841,0
1794.76,226.63,0.512,33,0.326,0.31,2,2,172,0.66,0.957,1
624.79,600.2,0.595,37,0.964,0.362,0,1,78,0.401,0.98,1
150.0,143.89,0.57,40,0.214,0.334,0,2,3,0.829,0.995,1
1229.19,328.34,0.223,45,0.233,0.338,1,3,76,0.398,0.857,1
447.61,644.65,0.088,28,0.124,0.994,4,4,131,0.696,0.978,1
1494.3,157.73,0.839,43,0.866,0.31,1,2,7,0.569,0.964,1
809.43,253.02,0.45,50,0.627,0.857,2,3,89,0.304,0.66,0
1301.86,494.06,0.145,35,0.421,0.432,2,2,28,0.492,0.893,1
1700.75,50.0,0.644,45,0.353,0.946,1,2,137,0.193,0.386,1
395.57,418.21,0.637,40,0.63,0.556,1,1,167,0.77,0.992,1
717.03,690.31,0.602,39,0.935,0.772,4,0,113,0.863,0.992,1
962.16,616.2,0.259,45,0.129,0.53,1,2,41,0.834,0.967,1
1768.78,387.59,0.815,40,0.836,0.604,0,1,141,0.085,0.708,1
670.81,405.16,0.129,42,0.407,0.522,1,1,92,0.497,0.891,1
702.75,772.95,0.155,44,0.479,0.325,1,1,153,0.29,0.967,1
1239.07,742.65,0.396,46,0.757,0.486,1,2,10,0.161,0.865,1
711.39,376.35,0.86,55,0.805,0.915,1,2,77,0.677,0.932,1
1076.26,242.59,0.79,38,0.764,0.52,0,1,145,0.842,0.962,1
224.23,614.32,0.868,38,0.961,0.992,2,1,24,0.828,1.0,1
2107.16,682.64,0.681,45,0.994,0.493,3,1,43,0.829,0.983,1
326.15,744.68,0.609,45,0.16,0.751,2,2,102,0.188,0.997,1
839.12,545.9,0.755,50,0.378,0.809,2,1,8,0.552,0.953,1
983.76,310.97,0.23,43,0.542,0.77,2,3,176,0.514,0.75,1
1956.34,50.0,0.15,46,0.691,0.33,1,6,174,0.649,0.856,1
337.58,884.57,0.887,35,0.99,0.875,6,3,169,0.702,1.0,1
1991.85,800.71,0.804,28,0.714,0.684,1,2,46,0.82,0.967,1
1378.59,208.25,0.429,47,0.464,0.476,0,2,70,0.644,0.873,0
1208.55,447.67,0.75,34,0.823,0.464,0,1,7,0.88,0.98,1
507.68,344.81,0.509,39,0.76,0.619,2,3,16,0.181,0.893,1
1285.57,416.56,0.065,41,0.286,0.933,0,2,125,0.097,0.201,0
